priority_rank,game_name,game_url,canonical_game_key,missing_rank_rows,best_missing_rank,first_missing_rank_date,last_missing_rank_date,first_observed_play_count_date,first_observed_play_count_source,page_gap_status,metrics_status,exact_metrics_endpoint_count,exact_metrics_cdx_rows,exact_metrics_cached_endpoint_count,exact_metrics_missing_cache_count,exact_metrics_first_cdx_date,exact_metrics_last_cdx_date,exact_metrics_cdx_rows_in_missing_window,exact_metrics_sampled_rows_in_missing_window,exact_metrics_parsed_rows,exact_metrics_first_parsed_date,exact_metrics_first_parsed_plays,exact_metrics_gap_status,side_endpoint_observations,side_endpoint_cdx_hit_observations,side_endpoint_rows_in_missing_window,side_endpoint_parsed_rows,developer_list_observations,developer_list_rows_in_missing_window,recommended_next_action
817,Ore Hunt,http://www.kongregate.com/games/KlasseMia19/ore-hunt,www.kongregate.com/games/klassemia19/ore-hunt,1,6,2017-07-12,2017-07-12,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
818,Caveman Chuck,http://www.kongregate.com/games/PrimeBitGames/caveman-chuck,www.kongregate.com/games/primebitgames/caveman-chuck,1,6,2017-07-20,2017-07-20,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
819,Bat-Battery,http://www.kongregate.com/games/cenullum/bat-battery,www.kongregate.com/games/cenullum/bat-battery,1,6,2017-08-05,2017-08-05,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
820,The depths idle,http://www.kongregate.com/games/omgnoob191/the-depths-idle,www.kongregate.com/games/omgnoob191/the-depths-idle,1,6,2017-08-11,2017-08-11,2025-04-02,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
821,Twist Escape 4,http://www.kongregate.com/games/Nsrgames/twist-escape-4,www.kongregate.com/games/nsrgames/twist-escape-4,1,6,2017-08-17,2017-08-17,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
822,LUMI,http://www.kongregate.com/games/JekOji/lumi,www.kongregate.com/games/jekoji/lumi,1,6,2017-08-23,2017-08-23,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
823,Catch all the Mushrooms,http://www.kongregate.com/games/mushroomfanlol/catch-all-the-mushrooms,www.kongregate.com/games/mushroomfanlol/catch-all-the-mushrooms,1,6,2017-09-04,2017-09-04,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
824,Fashionistas Boho vs Grunge,http://www.kongregate.com/games/IdeaStudio/fashionistas-boho-vs-grunge,www.kongregate.com/games/ideastudio/fashionistas-boho-vs-grunge,1,6,2017-09-13,2017-09-13,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
825,The Locker - Bullet Factory,http://www.kongregate.com/games/Enagamess/the-locker-bullet-factory,www.kongregate.com/games/enagamess/the-locker-bullet-factory,1,6,2017-09-20,2017-09-20,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
826,Try This Room Escape,http://www.kongregate.com/games/8bgames/try-this-room-escape,www.kongregate.com/games/8bgames/try-this-room-escape,1,6,2017-09-30,2017-09-30,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
827,ROOFRUNNER X,http://www.kongregate.com/games/Sincitysaint/roofrunner-x,www.kongregate.com/games/sincitysaint/roofrunner-x,1,6,2017-10-08,2017-10-08,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
828,ma,http://www.kongregate.com/games/talhaa1008/ma,www.kongregate.com/games/talhaa1008/ma,1,6,2017-10-15,2017-10-15,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
829,Oscuro Castle.,http://www.kongregate.com/games/Bluemysterywolf/oscuro-castle,www.kongregate.com/games/bluemysterywolf/oscuro-castle,1,6,2017-10-24,2017-10-24,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
830,Idle Skilling,https://www.kongregate.com/games/lavaflame2/idle-skilling,www.kongregate.com/games/lavaflame2/idle-skilling,1,6,2018-12-22,2018-12-22,2019-02-05,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
831,GameJam,https://www.kongregate.com/games/robertonome36/gamejam,www.kongregate.com/games/robertonome36/gamejam,1,6,2019-08-25,2019-08-25,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
832,Kuizi Biologjia - Pjesa e 4,http://www.kongregate.com/games/del7244009/kuizi-biologjia-pjesa-e-4,www.kongregate.com/games/del7244009/kuizi-biologjia-pjesa-e-4,1,14,2015-09-03,2015-09-03,,,dynamic_metrics_placeholder,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,20,0,0,0,15,0,Escalate to broader list/account captures or external corroboration.
833,Idle Capitalist 6,http://www.kongregate.com/games/KasparsM/idle-capitalist-6,www.kongregate.com/games/kasparsm/idle-capitalist-6,1,14,2015-09-09,2015-09-09,,,dynamic_metrics_placeholder,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,29,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
834,Spike Bird,http://www.kongregate.com/games/mafagames/spike-bird,www.kongregate.com/games/mafagames/spike-bird,1,14,2016-05-06,2016-05-06,,,dynamic_metrics_placeholder,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,20,0,0,0,42,0,Escalate to broader list/account captures or external corroboration.
835,Transport,http://www.kongregate.com/games/mafagames/transport,www.kongregate.com/games/mafagames/transport,1,14,2016-05-23,2016-05-23,,,no_page_cdx_rows,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,28,0,0,0,42,0,Escalate to broader list/account captures or external corroboration.
836,My Little Pony Winter Fashion 2,http://www.kongregate.com/games/mafagames/my-little-pony-winter-fashion-2,www.kongregate.com/games/mafagames/my-little-pony-winter-fashion-2,1,14,2016-05-24,2016-05-24,,,no_page_cdx_rows,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,20,0,0,0,42,0,Escalate to broader list/account captures or external corroboration.
837,FurLight,http://www.kongregate.com/games/ArsenG1/furlight,www.kongregate.com/games/arseng1/furlight,1,14,2016-06-04,2016-06-04,,,no_page_cdx_rows,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,20,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
838,Yandere - Heartbreak,http://www.kongregate.com/games/swiftmoon12/yandere-heartbreak,www.kongregate.com/games/swiftmoon12/yandere-heartbreak,1,14,2016-08-20,2016-08-20,,,dynamic_metrics_placeholder,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,20,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
839,Karting Racing,http://www.kongregate.com/games/mafagames/karting-racing,www.kongregate.com/games/mafagames/karting-racing,1,14,2016-10-10,2016-10-10,,,dynamic_metrics_placeholder,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,20,0,0,0,42,0,Escalate to broader list/account captures or external corroboration.
840,My Summer Items,http://www.kongregate.com/games/natalibt/my-summer-items,www.kongregate.com/games/natalibt/my-summer-items,1,14,2017-06-15,2017-06-15,,,dynamic_metrics_placeholder,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,20,4,0,0,55,0,Escalate to broader list/account captures or external corroboration.
841,TRY. DIE. REPEAT.,http://www.kongregate.com/games/rodolfodth/try-die-repeat,www.kongregate.com/games/rodolfodth/try-die-repeat,1,14,2017-06-16,2017-06-16,,,no_page_cdx_rows,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,20,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
842,Mad Taxi,http://www.kongregate.com/games/mafagames/mad-taxi,www.kongregate.com/games/mafagames/mad-taxi,1,14,2017-07-20,2017-07-20,,,dynamic_metrics_placeholder,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,29,0,0,0,42,0,Escalate to broader list/account captures or external corroboration.
843,GemCraft - Chasing Shadows,http://www.kongregate.com/games/gameinabottle/gemcraft-chasing-shadows,www.kongregate.com/games/gameinabottle/gemcraft-chasing-shadows,30,14,2015-10-09,2017-09-06,2018-10-23,count_source_probe,not_checked,has_metrics,2,5,2,0,2018-10-23,2024-02-12,0,0,4,2018-10-23,2042887,exact_metrics_starts_after_missing_window,0,0,0,0,0,0,Exact metrics start too late; pursue broader list/account captures or external corroboration.
844,The King of Towers,http://www.kongregate.com/games/Shinezone/thekingoftowers,www.kongregate.com/games/shinezone/thekingoftowers,5,8,2015-01-03,2015-02-07,2019-10-21,count_source_probe,not_checked,has_metrics,2,3,2,0,2019-10-21,2020-04-27,0,0,3,2019-10-21,6946647,exact_metrics_starts_after_missing_window,0,0,0,0,0,0,Exact metrics start too late; pursue broader list/account captures or external corroboration.
845,Arcuz (Full Version),http://www.kongregate.com/games/funnaut/arcuz-full-version,www.kongregate.com/games/funnaut/arcuz-full-version,27,13,2014-12-27,2019-10-22,2021-01-14,count_source_probe,not_checked,has_metrics,2,5,2,0,2021-01-14,2024-10-05,0,0,4,2021-01-14,1869317,exact_metrics_starts_after_missing_window,0,0,0,0,0,0,Exact metrics start too late; pursue broader list/account captures or external corroboration.
846,Zumbi Blocks,http://www.kongregate.com/games/adrianks47/zumbi-blocks,www.kongregate.com/games/adrianks47/zumbi-blocks,27,13,2015-10-08,2017-04-01,2022-08-26,count_source_probe,not_checked,has_metrics,2,1,2,0,2022-08-26,2022-08-26,0,0,1,2022-08-26,1202466,exact_metrics_starts_after_missing_window,0,0,0,0,0,0,Exact metrics start too late; pursue broader list/account captures or external corroboration.
847,GrindCraft,https://www.kongregate.com/games/jetspice/grindcraft,www.kongregate.com/games/jetspice/grindcraft,22,11,2015-10-03,2017-04-08,2017-11-24,count_source_probe,not_checked,has_metrics,2,24,2,0,2017-11-24,2025-01-24,0,0,4,2017-11-24,1387061,exact_metrics_starts_after_missing_window,0,0,0,0,0,0,Exact metrics start too late; pursue broader list/account captures or external corroboration.
848,My Vampire Sweetheart,http://www.kongregate.com/games/SandraKim/my-vampire-sweetheart,www.kongregate.com/games/sandrakim/my-vampire-sweetheart,2,7,2014-10-17,2014-10-18,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
849,House of Gold (Level 1),http://www.kongregate.com/games/TimoteoVLapa/house-of-gold-level-1,www.kongregate.com/games/timoteovlapa/house-of-gold-level-1,1,7,2014-08-22,2014-08-22,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
850,Girl With Cat,http://www.kongregate.com/games/apache_cd/girl-with-cat,www.kongregate.com/games/apache_cd/girl-with-cat,1,7,2014-08-26,2014-08-26,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
851,Diamond Twist,http://www.kongregate.com/games/win1game/diamond-twist,www.kongregate.com/games/win1game/diamond-twist,1,7,2014-08-29,2014-08-29,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
852,Desert Treasure Escape,http://www.kongregate.com/games/Enagamess/desert-treasure-escape,www.kongregate.com/games/enagamess/desert-treasure-escape,1,7,2014-09-02,2014-09-02,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
853,Pirates and Cannons,http://www.kongregate.com/games/TreSensa/pirates-and-cannons,www.kongregate.com/games/tresensa/pirates-and-cannons,1,7,2014-09-05,2014-09-05,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
854,Angry Birds Rebuilding Warrior,http://www.kongregate.com/games/hibiscus070133/angry-birds-rebuilding-warrior,www.kongregate.com/games/hibiscus070133/angry-birds-rebuilding-warrior,1,7,2014-09-12,2014-09-12,2023-08-11,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
855,Kill The Red Dot,http://www.kongregate.com/games/mikeyblue2/kill-the-red-dot,www.kongregate.com/games/mikeyblue2/kill-the-red-dot,1,7,2014-09-14,2014-09-14,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
856,Poncho Alpha,http://www.kongregate.com/games/DanHayesGamer/poncho-alpha,www.kongregate.com/games/danhayesgamer/poncho-alpha,1,7,2014-09-19,2014-09-19,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
857,Sheep Quest,http://www.kongregate.com/games/NewKrok/sheep-quest,www.kongregate.com/games/newkrok/sheep-quest,1,7,2014-09-19,2014-09-19,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
858,Hidden Gnomes - Food Land,http://www.kongregate.com/games/myhiddengame/hidden-gnomes-food-land,www.kongregate.com/games/myhiddengame/hidden-gnomes-food-land,1,7,2014-09-20,2014-09-20,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
859,Age of Pixels - Rome 1,http://www.kongregate.com/games/JackF194/age-of-pixels-rome-1,www.kongregate.com/games/jackf194/age-of-pixels-rome-1,1,7,2014-09-26,2014-09-26,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
860,Highway Rampage,http://www.kongregate.com/games/wallofgame/highway-rampage,www.kongregate.com/games/wallofgame/highway-rampage,1,7,2014-09-26,2014-09-26,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
861,Jumper,http://www.kongregate.com/games/FrankP71/jumper,www.kongregate.com/games/frankp71/jumper,1,7,2014-10-03,2014-10-03,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
862,Little Game,http://www.kongregate.com/games/MaxDangerMouse/little-game,www.kongregate.com/games/maxdangermouse/little-game,1,7,2014-10-04,2014-10-04,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
863,Dice Adventure,http://www.kongregate.com/games/NocturneStudio/dice-adventure,www.kongregate.com/games/nocturnestudio/dice-adventure,1,7,2014-10-09,2014-10-09,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
864,Pirate Kills,http://www.kongregate.com/games/win1game/pirate-kills,www.kongregate.com/games/win1game/pirate-kills,1,7,2014-10-10,2014-10-10,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
865,3D Police Car Driver Simulator,http://www.kongregate.com/games/oyunlaroynama/3d-police-car-driver-simulator,www.kongregate.com/games/oyunlaroynama/3d-police-car-driver-simulator,1,7,2014-10-13,2014-10-13,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
866,Button Clicker 2,http://www.kongregate.com/games/PulisProgramming/button-clicker-2,www.kongregate.com/games/pulisprogramming/button-clicker-2,1,7,2014-10-18,2014-10-18,2023-05-21,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
867,Ladder Cube Free,http://www.kongregate.com/games/dehimer/ladder-cube-free,www.kongregate.com/games/dehimer/ladder-cube-free,1,7,2014-10-24,2014-10-24,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
868,Sofia Cooking Pumpkin Tart,http://www.kongregate.com/games/wowsomegames/sofia-cooking-pumpkin-tart,www.kongregate.com/games/wowsomegames/sofia-cooking-pumpkin-tart,1,7,2014-10-29,2014-10-29,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
869,Escape Skull Rise,http://www.kongregate.com/games/learner102/escape-skull-rise,www.kongregate.com/games/learner102/escape-skull-rise,1,7,2014-10-31,2014-10-31,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
870,Ben10 Heatblast saviour,http://www.kongregate.com/games/mytoongames/ben10-heatblast-saviour,www.kongregate.com/games/mytoongames/ben10-heatblast-saviour,1,7,2014-11-11,2014-11-11,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
871,Flight Of The Bee,http://www.kongregate.com/games/ggfdev/flight-of-the-bee,www.kongregate.com/games/ggfdev/flight-of-the-bee,1,7,2014-11-25,2014-11-25,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
872,RoboTrip,http://www.kongregate.com/games/juhanasuuri/robotrip,www.kongregate.com/games/juhanasuuri/robotrip,1,7,2014-12-02,2014-12-02,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
873,super smach flach 2,http://www.kongregate.com/games/mansur_ibragimov/super-smach-flach-2,www.kongregate.com/games/mansur_ibragimov/super-smach-flach-2,1,7,2014-12-17,2014-12-17,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
874,Baby Daisy New Year Party,http://www.kongregate.com/games/niklec/baby-daisy-new-year-party,www.kongregate.com/games/niklec/baby-daisy-new-year-party,1,7,2014-12-30,2014-12-30,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
875,In Search Of Purpose,http://www.kongregate.com/games/FreakinTroll/in-search-of-purpose,www.kongregate.com/games/freakintroll/in-search-of-purpose,1,7,2015-04-01,2015-04-01,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
876,qiuweigangfirstgame,http://www.kongregate.com/games/qiuweigang/qiuweigangfirstgame,www.kongregate.com/games/qiuweigang/qiuweigangfirstgame,1,7,2015-09-03,2015-09-03,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
877,Pirates & Cannons,http://www.kongregate.com/games/dabontv/pirates-cannons,www.kongregate.com/games/dabontv/pirates-cannons,1,7,2015-09-09,2015-09-09,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
878,KoGaMa | ♣ Mario 2D ♣,http://www.kongregate.com/games/KoGaMaDaniel/kogama-mario-2d,www.kongregate.com/games/kogamadaniel/kogama-mario-2d,1,7,2015-09-14,2015-09-14,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
879,Back2Base,http://www.kongregate.com/games/Woutfontane/back2base,www.kongregate.com/games/woutfontane/back2base,1,7,2015-09-15,2015-09-15,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
880,Roll a Ball,http://www.kongregate.com/games/andreas2200/roll-a-ball,www.kongregate.com/games/andreas2200/roll-a-ball,1,7,2015-09-23,2015-09-23,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
881,Missile Defence,http://www.kongregate.com/games/Merklar/missile-defence,www.kongregate.com/games/merklar/missile-defence,1,7,2015-12-05,2015-12-05,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
882,Witchy Kitty,http://www.kongregate.com/games/dawnpop/witchy-kitty,www.kongregate.com/games/dawnpop/witchy-kitty,1,7,2015-12-18,2015-12-18,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
883,Find The Gift For Best Friend,http://www.kongregate.com/games/Enagamess/find-the-gift-for-best-friend,www.kongregate.com/games/enagamess/find-the-gift-for-best-friend,1,7,2015-12-26,2015-12-26,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
884,Table Tennis - Match of the Year,http://www.kongregate.com/games/spilland/table-tennis-match-of-the-year,www.kongregate.com/games/spilland/table-tennis-match-of-the-year,1,7,2016-01-02,2016-01-02,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
885,Teste nº 08 up,http://www.kongregate.com/games/matheusresende47/teste-n-08-up,www.kongregate.com/games/matheusresende47/teste-n-08-up,1,7,2016-01-16,2016-01-16,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
886,bomberman,http://www.kongregate.com/games/ziketus786/bomberman,www.kongregate.com/games/ziketus786/bomberman,1,7,2016-01-25,2016-01-25,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
887,Freaky Math 1+1,http://www.kongregate.com/games/GeosMedia/freaky-math-1-1,www.kongregate.com/games/geosmedia/freaky-math-1-1,1,7,2016-02-02,2016-02-02,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
888,BlackJack (21),http://www.kongregate.com/games/D0MiNAT0RZ/blackjack-21,www.kongregate.com/games/d0minat0rz/blackjack-21,1,7,2016-02-17,2016-02-17,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
889,RugRat - The Game,http://www.kongregate.com/games/CorebitGames/rugrat-the-game,www.kongregate.com/games/corebitgames/rugrat-the-game,1,7,2016-02-28,2016-02-28,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
890,Chopterfury,http://www.kongregate.com/games/Fjellbyte/chopterfury,www.kongregate.com/games/fjellbyte/chopterfury,1,7,2016-03-05,2016-03-05,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
891,Money Movers,http://www.kongregate.com/games/Funtomic/money-movers,www.kongregate.com/games/funtomic/money-movers,1,7,2016-03-07,2016-03-07,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
