catalog_index,game_name,game_url,canonical_game_key,kongregate_game_ids,status,priority_score,best_rank,top_n_appearances,listing_play_count_rows,max_listing_play_count_observed,needs_game_page_history,metrics_rows,first_metric_date,last_metric_date,cdx_rows,valid_cached_captures,known_failed_captures,fresh_pending_captures,missing_cdx_cache_files,failure_errors,first_seen_date,last_seen_date
78,Rush Team Free FPS Multiplayers,https://www.kongregate.com/games/rokawar/rush-team-free-fps-multiplayers,www.kongregate.com/games/rokawar/rush-team-free-fps-multiplayers,149963,has_metrics,2578,1,28,3,9500000,partial,12,2019-11-01,2025-03-30,12,12,0,0,4,,2017-03-04,2026-07-01
743,KingsRoad,http://www.kongregate.com/games/RumbleGames/kingsroad,www.kongregate.com/games/rumblegames/kingsroad,196985,has_metrics,2577,4,27,0,,yes,1,2021-03-18,2021-03-18,1,1,0,0,5,,2014-12-27,2019-10-22
287,Dolphin Olympics 2,http://www.kongregate.com/games/arawkins/dolphin-olympics-2,www.kongregate.com/games/arawkins/dolphin-olympics-2,3910,has_metrics,2575,2,125,119,13100000,partial,12,2018-09-28,2025-04-26,12,12,0,0,5,<urlopen error [Errno 61] Connection refused> (1),2007-12-08,2026-07-01
746,Red Crucible: Firestorm,http://www.kongregate.com/games/rocketeergames/red-crucible-firestorm,www.kongregate.com/games/rocketeergames/red-crucible-firestorm,235070,has_metrics,2574,4,24,0,,yes,1,2016-01-08,2016-01-08,1,1,0,0,5,,2015-10-27,2017-04-15
501,GemCraft Labyrinth,http://www.kongregate.com/games/gameinabottle/gemcraft-labyrinth,www.kongregate.com/games/gameinabottle/gemcraft-labyrinth,110537,has_metrics,2573,3,223,95,5218239,partial,6,2020-10-26,2025-04-26,6,6,0,0,5,,2011-04-28,2023-11-25
288,Cursed Treasure,https://www.kongregate.com/games/IriySoft/cursed-treasure,www.kongregate.com/games/iriysoft/cursed-treasure,310522,has_metrics,2571,2,121,21,520300,partial,10,2019-09-28,2024-05-09,10,10,0,0,4,<urlopen error [Errno 61] Connection refused> (1),2019-10-19,2026-07-01
84,Poker Quest RPG,https://www.kongregate.com/games/Playsaurus/poker-quest,www.kongregate.com/games/playsaurus/poker-quest,313848,has_metrics,2568,1,18,2,1600000,partial,16,2020-10-15,2024-02-23,16,16,0,0,5,,2021-07-31,2026-07-01
750,The Gun Game 2,https://www.kongregate.com/games/Chazsan/the-gun-game-2,www.kongregate.com/games/chazsan/the-gun-game-2,85045,has_metrics,2567,4,17,0,,yes,2,2014-09-24,2014-09-24,2,2,0,0,5,,2024-05-05,2025-10-07
752,Drift Race in the open world,https://www.kongregate.com/games/roman8/drift-race-in-the-open-world,www.kongregate.com/games/roman8/drift-race-in-the-open-world,324396,has_metrics,2565,4,15,0,,yes,1,2026-06-29,2026-06-29,0,0,0,0,5,,2024-04-01,2025-10-07
754,Race Time,https://www.kongregate.com/games/PeopleFun/race-time,www.kongregate.com/games/peoplefun/race-time,269720,has_metrics,2565,4,15,0,,yes,12,2019-11-17,2025-06-01,12,12,0,0,5,,2024-04-01,2025-10-07
88,Mutilate-a-Doll: Classic,https://www.kongregate.com/games/0rava/mutilate-a-doll-classic,www.kongregate.com/games/0rava/mutilate-a-doll-classic,109511,has_metrics,2564,1,14,1,600600,partial,7,2019-02-05,2024-01-20,7,7,0,0,5,,2024-03-26,2026-07-01
39,Desktop Tower Defense 1.5,http://www.kongregate.com/games/preecep/desktop-tower-defense-1-5,www.kongregate.com/games/preecep/desktop-tower-defense-1-5,,has_metrics,2560,1,160,160,8630339,no,1,2019-10-11,2019-10-11,1,1,0,0,5,,2007-07-14,2011-04-28
91,Crazy Climber,http://www.kongregate.com/games/richpixel/crazy-climber,www.kongregate.com/games/richpixel/crazy-climber,8,has_metrics,2559,1,9,3,48005,partial,4,2020-05-30,2024-01-17,4,4,0,0,5,,2009-11-14,2023-11-23
759,Medieval Cop - Dregg Me To Hell,http://www.kongregate.com/games/VasantJ/medieval-cop-dregg-me-to-hell,www.kongregate.com/games/vasantj/medieval-cop-dregg-me-to-hell,272069,has_metrics,2558,4,8,0,,yes,5,2023-08-21,2024-02-22,5,5,0,0,5,,2016-11-18,2016-12-05
502,Trimps,https://www.kongregate.com/games/GreenSatellite/trimps,www.kongregate.com/games/greensatellite/trimps,243608,has_metrics,2557,3,207,28,11600000,partial,39,2016-09-17,2025-05-13,39,39,0,0,4,<urlopen error [Errno 61] Connection refused> (14),2015-07-26,2026-07-01
